"ID","Text","Author"
"1901","lūkuriavimas ir viltis jis neužvylė .","Putinas"
"1902","jis jaustis ramus .","Putinas"
"1903","jis sekti pamaldos eiga ir pakilti nuotaika giedoti mišparai psalmė , kartas nuo kartas pažvelgti piliorius kryptis .","Putinas"
"1904","tas pažvelgimas darytis visai savaime , be mintis , be prisiruošti , be valia , tarsi kūdikis šypsnys pro siauras langelis įkristi saulė spindulys .","Putinas"
"1905","po mišparai turėti būti iškilmingas procesija bažnyčia .","Putinas"
"1906","jis visas su degti žvakė ranka lydėti celebransą , nešti auksinis sunkus monstrancija , iš abu pusė prilaikyti diakonas ir subdiakonas , po baltas baldachimu , smilkinamą kvepėti smilkalas dūmas .","Putinas"
"1907","netrukus procesija pa sukti pro kampinis piliorius , ir vasaris augti neramumas artintis prie tas vieta , kur žinoti stovėti paslaptingas nepažįstamas .","Putinas"
"1908","jis kaip tyčia eiti išvidinis eilė , nuo piliorius pusė , ir žinoti , kad juodas skirti gal tik vienas žingsnis , o gal jis praeiti net paliesti jis rūbas .","Putinas"
"1909","artinti į tas vieta .","Putinas"
"1910","jis be galo jaudinti nusimanymas , kad užtekti jis pakelti akis - ir jis pamatyti jis visai iš arti , jis bruožas įsispausti į jis atmintis , ir jis galbūt net susitikti jis svajingas , liūdnas akis žvilgsnis .","Putinas"
"1911","taip , jis žinoti , kad tikrai tas žvilgsnis susitikti - ir pabūgti ir nesiryžti .","Putinas"
"1912","jis praeiti pro jis nuleisti galva , tiktai savęs sutana ir baltas kamža paliesti jis rūbas , vienas momentas svaigti jausti jis artumas ir , jis taip rodytis , net jis veidas šiluma .","Putinas"
"1913","jis tuomet nežinoti , kad tas jis neišdrįsimas pažvelgti iš arti į jis veidas galbūt apsaugoti nuo kartus žlugimas gražus jis jaunystė vizija , kuris dar ilgai saugoti jautrus ir pavojingas jis dvasia kertelė .","Putinas"
"1914","galbūt vietoj idealinis liūdesys , kuris jis iš toli apgaubti jis veidas , jis būti pamatyti gyvenimas nuobodis įspausti abejingumas , o vietoj šildyti dvasia gilus žvilgsnis jis būti sutikti nusistebėjimas arba pajuoka šypsnys , iš jis , jaunuolis klierikėlis , taip aiškiai sumišti , pažvelgti gražuolė .","Putinas"
"1915","bandymas diena ryt diena būti quies , poilsis diena , kada ne kada duoti po didelis šventė , mokslas metas , kad klierikas galėti kiek atsikvėpti po varginti asistų ir choras ir priruošti ateiti diena pamoka .","Putinas"
"1916","toks diena dažnai būti pilkas ir nuobodus , kaip kiekvienas pakilti , bet jau išeikvoti energija atoslūgis .","Putinas"
"1917","vakarykštis diena atrodyti kaip koks neįvykdyti pamasinimas , o rytojus jau grasinti savęs įkyrėti kasdieniškumas .","Putinas"
"1918","vis dėlto jis laukti šitas "" kvijesų "" , o sulaukti džiaugtis .","Putinas"
"1919","turėti savotiškas smagumas ir pilkas tas diena melancholija .","Putinas"
"1920","klierikas Liudas Vasaris tas "" kvijesus "" mėgti labai negu pats šventė .","Putinas"
"1921","daug negu kitas jis draugas linkti į svajingumas , į atsiminimas , į patirti įspūdis analizavimas , jis "" kvijeso "" metas pats vienas tyliai dar kartas pergyventi vakarykščias diena , tik jau kitas plotmė ir kitoks nuotaika jis nušviesti .","Putinas"
"1922","šis kartas jis visas gyventi vienintelis minčia , vienintelis jausmas ir vaizdas - nepažįstamas moteris su baltas šaliu .","Putinas"
"1923","jis matyti jis savęs vaizduotė lygiai tokią pačią kaip vakar ir užvakar per mišparai , tik jis nusiteikimas dabar būti visai kitokis .","Putinas"
"1924","vakar ir užvakar jis būti guvus ir net linksmas .","Putinas"
"1925","jis jausti savęs pilnas gyvenimas , daug entuziazmas - ir visas , kas matyti aplinkui , jis atrodyti malonus ir mielas .","Putinas"
"1926","dabar gi viskas , kas vakar būti šviesus , - apsiniaukti , kas būti malonus , - apkarsti , kas kelti džiaugsmas ir entuziazmas , - slėgti liūdesys ir apatija .","Putinas"
"1927","tarsi koks burtininkas ranka pasukti sraigtas į kitas pusė , ir viskas imti niauktis ir keistis , išskirti tas moteris vaizdas .","Putinas"
"1928","tas keitimasis jau prasidėti nuo vakar ir nuo tas valanda , kai procesija metas jis praeiti pro tas moteris , nesiryžti į jis pažvelgti .","Putinas"
"1929","jis tas nesigailėti ir savęs nekaltinti , bet pats nežinoti , dėl kas jis po tas pasidaryti liūdnas .","Putinas"
"1930","galėti daiktas , kad kiekvienas žmogus , pergyventi didis dvasia pakilimas savęs išsvajoti idealas artybė , reaguoti į tas liūdesys , kuris duoti pajusti skirtumas tarp tas idealas ir tikrovė .","Putinas"
"1931","bet galėti taip pat daiktas , kad vasaris liūdesys eiti iš jis , klierikas - būti kunigas , nuojauta , kad kiekvienas džiaugsmas , kilti iš šioks ar toks santykis su moteris , jis būti uždrausti , niekados visas pilnybė nebūti patirti ir negalėti būti net norėti .","Putinas"
"1932","šitas nuojauta galėti nubusti kaip tik tas metas , kai jis eiti pro nepažįstamas ir kai jis sutana - jis luomas ženklas - paliesti jis rūbas .","Putinas"
"1933","tas vakaras klierikas vasaris jau nebedainuoti ir nebejuokauti su draugas rekreacija metas , bet vienas pratūnoti salė kertelė , vartyti "" Tygodniko "" komplektas su išskusti ir iškarpyti Varšuva teatras gražuolė .","Putinas"
"1934","iš rytas jis nubusti kiek nusiblaivęs , bet kiekvienas kartas , kai atsiminti tas moteris , jis širdis susispausti liūdesys .","Putinas"
"1935","o atsiminti imti kaskart dažnai , kol visas pilkas "" kvijeso "" diena nuotaika virsti gilus melancholija .","Putinas"
"1936","popietinis ilgas silenciumo metas , atsiversti prieš akis knyga , jis skendėti šventė atsiminimas , užgriebti ir taip jau seniai , rodos , praeiti vasara atostogos .","Putinas"
"1937","atsiminti , kaip jis važiuoti iš seminarija namas šiltas saulėtas diena , per kvepėti miškas ir laukas - ir koks jis tuomet pasijusti vienas ir nuskriausti - ir kaip jis norėtis verkti .","Putinas"
"1938","ir šitas beveik tas pas jausmas dabar .","Putinas"
"1939","tuomet - neapimti gamta akivaizda , dabar - iš tolo sužavėti jis moteris sukelti vaizdas .","Putinas"
"1940","Liudas Vasaris jau stovėti poetas kūryba kelias .","Putinas"
"1941","dar vienas žingsnis pirma , dar vienas polėkis aukštai - ir tas jausmas apsemti visas jis esmė - ir reikšti jis jau nebe tas ar kitas konkretus atsitikimas , bet visas jis santykiavimas su pasaulis pobūdis , apsireikšti tas ar kitas atsitikimas .","Putinas"
"1942","ir tuomet jau nebūti jis drovus išpažinti savęs jausmas visas pasaulis , ir jis išdrįsti apreikšti jis kitas prieiti forma .","Putinas"
"1943","ir jis iš tiesų išdrįsti .","Putinas"
"1944","pirmas kartas pamėginti .","Putinas"
"1945","apsikniaubti savęs suolas , vogčia nuo draugas žvilgsnis , lotyniškas žodis sąsiuvinis jis parašyti pirmas savęs eilėraštis .","Putinas"
"1946","bet tas nebūti nei moteris grožis apdainavimas , nei savęs ilgesys išliejimas , nei vienas iš tas eilėraštis , kuris rašyti kuone kiekvienas jaunuolis pirmas įsimylėjimas metai .","Putinas"
"1947","vasaris pirmas meilė daina būti bendras prasmė elegija , iš kuris trykšti jaunuoliškas nerimastis , laisvė pasiilgimas , nepasitenkinimas gyvenimas ir susižavėjimas kažkoks nepasiekiamas idealas .","Putinas"
"1948","pirmas vasaris eilėraštis bendrumas išskirti jis iš visas rašyti jaunuolis tarpas ir pastatyti išrinktasis eilė .","Putinas"
"1949","ilgai jis skaityti savęs pirmas kūrinys , veltui stengtis įspėti jis vertė .","Putinas"
"1950","jis norėti užmiršti , kad tas eilėraštis jis ką tik dabar parašyti .","Putinas"
"1951","jis norėti į jis pažiūrėti kaip į svetimas ir sugauti įspūdis , tarsi pirmas kartas jis skaityti .","Putinas"
"1952","bet jis jis jau mokėti atmintinai , jis jis būti brangus , kaip regimas kelis diena nerimastis vaisius .","Putinas"
"1953","neaiškus viltis nubusti tas vakaras klierikas vasaris širdis .","Putinas"
"1954","jis būti dabar geras ir ramus su savęs liūdesys .","Putinas"
"1955","nueiti vakaras gulti į "" labirintas "" ir susiriesti po šaltas savęs lova antklodė , jis džiaugtis gražus svajonė , kuris nė vienas nedrįsti tikėti .","Putinas"
"1956","keli tolimas diena vėl įstatyti jis į normalus gyvenimas vaga .","Putinas"
"1957","artintis Kalėdos , darbas būti daug .","Putinas"
"1958","reikėti ruoštis naujas ilgas pamaldos katedra ir pasitaisyti iš kai kurių mokslas dalykas .","Putinas"
"1959","antras kursas jis prisidėti vienas sunkus mokslas - filosofija , būtent logika , kurti jis labai didžiuotis , o menkai tesuprasti .","Putinas"
"1960","tas "" filosofija "" reikėti kaltas "" iš lotyniškas vadovėlis "" Compendium philosophiae scholasticae "" , o jis dar būti visai menkas lotynistas .","Putinas"
"1961","profesorius , paaiškinti keletas paragrafas , turėti versti vadovėlis tekstas , o jis sunkus žodis užsirašinėti čia pat knyga tarp eilutė .","Putinas"
"1962","jis visas kaip poteris išmokyti keletas pirmas definicija , kuris jis atrodyti be galo painus ir moksliškas : philosophia est scientia rerum per ultimas causas ratione humana cognoscibilium , o logika tai scientia directiva ipsius actiis rationis per quam homo in ipso actas rationis ordinatas , faciliter et sine errore procedit .","Putinas"
"1963","definicija jis mokėti , tačiau kas per mokslas tas filosofija ir logika , jis dar ilgai nebūti aiškus .","Putinas"
"1964","vienas trečias kursas klierikas jis paaiškinti , kad , išeiti filosofija ar bent logika , jis galėti skaityti , vadintis , suprasti filosofinis turinys knyga .","Putinas"
"1965","jis žinoti , kad logika mokėti teisingai galvoti ir samprotauti .","Putinas"
"1966","o kai išmokyti sustatyti silogizmas ir iškalti jis dėsnis , kai kuris , silpnas galva , pasijusti bebūti tikras filosofas .","Putinas"
"1967","ginčytis su pirmas kursas naujokas , jis įrodinėti silogizmas ir pasididžiuoti triuškinti oponentas baisus klausimas : kur tu logika ?","Putinas"
"1968","!","Putinas"
"1969","jis filosofinis įkarštis atslūgti , kai antras pusmetis imti mokytis ontologija ir kai reikėti profesorius išaiškinti , kas būti ens ir kodėl kiekvienas ens turėti būti unum , verum ir bonum .","Putinas"
"1970","praslinkti keli diena po nekaltas prasidėjimas šventė , klierikas vasaris nueiti į seminarija biblioteka pasiieškoti ą nors skaityti .","Putinas"
"1971","biblioteka nieko daug nebūti , tiktai pats knygininkas , klierikas Jonelaitis .","Putinas"
"1972","berinkti knyga , jis imti klausinėti , kas vasaris labai mėgti skaityti .","Putinas"
"1973","vasaris mėgti dailus literatūra .","Putinas"
"1974","kas jis skaityti iš lietuvis literatūra ?","Putinas"
"1975","pasirodyti , kad vasaris pereiti metai suspėti jau daug perskaityti .","Putinas"
"1976","ar jis sekti lietuvis spauda ?","Putinas"
"1977","taip , per atostogos jis pas klebonas skaityti "" viltis "" , "" šaltinis "" ir "" draugija "" , bet seminarija laikraštis esą uždrausti skaityti popiežius įsakymas .","Putinas"
"1978","į tas Jonelaitis gan skeptiškai nusišypsoti .","Putinas"
"1979","- matyti , ne visai taip , - pradėti jis aiškinti nuleisti balsas .","Putinas"
"1980","- popiežius uždrausti seminarija tik dienraštis skaityti .","Putinas"
"1981","bet aš "" ponas "" nenorėti įsileisti lietuviškas laikraštis , tai ir dangstytis popiežius įsakymas .","Putinas"
"1982","vasaris jau žinoti , koks tautiškumas politika būti vesti seminarija , ir jis niekas daug aiškinti dėl laikraštis uždraudimas nereikėti .","Putinas"
"1983","bet Jonelaitis po trumpas svyravimas tarti : - norint ir uždrausti , čia aš vis dėlto tylomis kai ką gauti .","Putinas"
"1984","jeigu norėti paskaityti , aš galėti duoti .","Putinas"
"1985","tik jau , žinoti , reikalingas atsargumas .","Putinas"
"1986","čia jis pasivadinti vasaris į kitas kambarys , kur jis abu perversti keletas naujas "" viltis "" numeris , paskui ištraukyti paskutinis "" draugija "" sąsiuvinis , aplenkti lenkiškas laikraštis ir įteikti vasaris .","Putinas"
"1987","- šitas galėti pasiimti .","Putinas"
"1988","už pora diena aš grąžinti .","Putinas"
"1989","ir kai vasaris , įsikišti uždrausti vaisius į antis , jau rengtis eiti , Jonelaitis netyčia paklausyti : - o ar pats kartais nemėginti kas nors rašinėti ?","Putinas"
"1990","vasaris sumišti .","Putinas"
"1991","jis būti didelis gėda prisipažinti parašyti eilė .","Putinas"
"1992","kad dar kas kitas , bet dabar eilė !","Putinas"
"1993","jis tas atrodyti nerimtas , pretenzionalu , o gal net vaikiškas .","Putinas"
"1994","jis užrausti ir bandyti atsikalbinėti : - ne , nieko .","Putinas"
"1995","taip sau , andai būti truputis pabandyti .","Putinas"
"1996",".","Putinas"
"1997",".","Putinas"
"1998","- reikėti bandyti , - padrąsinti Jonelaitis .","Putinas"
"1999","- visas aš bandyti .","Putinas"
"2000","o kartais , jei kas pasisekti , tai ir į spauda .","Putinas"
"2001","vasaris žinoti , kad Jonelaitis jau būti išspausdinti vienas parapija istorinis monografija , ir dėl tas žiūrėti į jis "" bandymas "" su pagarba .","Putinas"
"2002","- žinoti kas ?","Putinas"
"2003","kai grąžinti aš "" draugija "" , atnešti ir kas turėti parašyti , pažiūrėti , - kalbėti Jonelaitis , išlydėti vasaris .","Putinas"
"2004","šis jaustis tikrai laimingas dėl toks parodyti jis pasitikėjimas ir susidomėjimas juo pats .","Putinas"
"2005","tas pats vakaras , pasinaudoti sacrosanctum silentium ramybė , jis parašyti dar vienas eilėraštis ir po pora diena , perskaityti "" draugija "" , nueiti pas Jonelaitį .","Putinas"
"2006","šis paimti eilėraštis , pažadėti jis parodyti vienas žmogus , kuris daug apie tas nusimanyti , ir pranešti vasaris jis nuomonė .","Putinas"
"2007","Jonelaitis gana ilgai nieko nesakyti .","Putinas"
"2008","vasaris pabaigti įsitikinti , kad jis eilėraštis niekas nevertas , ir gailėtis , kam jis parodyti .","Putinas"
"2009","bet štai vienas popietis apsukrus knygininkas pasiūlyti vasaris užeiti pas jis biblioteka .","Putinas"
"2010","- turėti tu kas parodyti , - tarti , užsirakinti paskui savęs durys ir traukti iš kišenė sulankstyti paskutinis savaitraštis numeris .","Putinas"
"2011","- skaityti , ar pažinti .","Putinas"
"2012",".","Putinas"
"2013",".","Putinas"
"2014","vasaris netikėti savęs akis .","Putinas"
"2015","juk tas jis pirmas eilėraštis !","Putinas"
"2016","išspausdinti !","Putinas"
"2017","ne , šitoks siurprizas jis nelaukti .","Putinas"
"2018","dabar jis skaityti tas eilėraštis taip , tarsi tikrai tas būti ne joti .","Putinas"
"2019","ir dabar jis tas eilutė atrodyti visai geras ir gražus .","Putinas"
"2020","taip , tai jis !","Putinas"
"2021",".","Putinas"
"2022",".","Putinas"
"2023","Jonelaitis , pamatyti jis susijaudinimas , pažadėti kitas kartas plačiai pakalbėti , ir vasaris , laikraštis nešinas , išsprūsti atgal .","Putinas"
"2024","bet kur eiti , kur pats paskaityti ir pasidžiaugti , niekas nematyti ?","Putinas"
"2025","jis atsiminti "" žiurkininkas "" ir laiptas į seminarija palėpė .","Putinas"
"2026","po pora minutė jau jis atsidurti ten , kaip vagis , nešinas brangenybė .","Putinas"
"2027","palėpė būti nešvarus , šaltas ir tamsus , bet jis dabar būti nemainyti tas vieta į gražus salioną .","Putinas"
"2028","prieiti prie apšalti stogas langelis , jis išsitraukti laikraštis ir vėl imti skaityti savęs eilė .","Putinas"
"2029","taip , tai jis eilė , bet koks liūdnas žodis jis į jis dabar prakalbėti ir koks neatminti gyvenimas mįslė jis užminti !","Putinas"
"2030","jis nustebti ir nusigąsti kai kurių posakis , taip aiškiai rodyti jis nepasitenkinimas , nerimastis ir maištingumas .","Putinas"
"2031","pasikelti sutana , jis atsisėsti ant dulkėtas balkio ir savęs papratimas ne tiek mąstyti ir svarstyti , kiek leistis nešti užplūsti jausmas banga ir fantazija vaizdas .","Putinas"
"2032","jis skambėti atskiras jis eilėraštis posakis , o jis pats matyti savęs būti menkas klierikėlis , nužemintai bučiuoti ranka ir vyskupas , ir rektorius , ir Mazurkovskiui , ir dvasia tėvas , ir profesorius , ir klebonas .","Putinas"
"2033",".","Putinas"
"2034",".","Putinas"
"2035","jis vaidentis ramus koplyčia , raudonas aliejinė lepti prieš Sanctissimum , monotoniškas balsas , tarti bauginti žodis "" jaka procesja grzechów "" , ir choras kalbėti litanija aidas "" ora pro nobis "" .","Putinas"
"2036","koks kontrastas su tas , kas jis neaiškiai nusimanyti būti poetas !","Putinas"
"2037","jis atsikelti , įsidėti laikraštis į kišenė ir sukąsti dantis bei sulaikyti ašara tarti : - poetas ?","Putinas"
"2038",".","Putinas"
"2039",".","Putinas"
"2040","poezija ?","Putinas"
"2041",".","Putinas"
"2042",".","Putinas"
"2043","ne !","Putinas"
"2044","visas tas turbūt ne aš .","Putinas"
"2045",".","Putinas"
"2046",".","Putinas"
"2047","taip jaunas poetas Liudas Vasaris atšvęsti pirmas savęs eilėraštis pasirodymas spauda .","Putinas"
"2048","kitas diena klierikas Jonelaitis vėl nusivesti vasaris į biblioteka .","Putinas"
"2049","tolimas kambarys jis radas dar du klierikas , kuris vasaris pažinoti ir apie kuris visas seminarija šnabždėti , kad jis rašyti į "" draugija "" .","Putinas"
"2050","būti tas trečias kursas klierikas Petras varnėnas ir ketvirtas Matas Sereika .","Putinas"
"2051","abu jis draugas būti laikyti daug žadėti ateitis tėvynė darbininkas , o lietuvis profesorius ir įtakingas kunigas jau iš anksto rūpintis paruošti jis vieta akademija .","Putinas"
"2052","bet abu kaip tyčia turėti labai menkas opinija seminarija viršininkas akis .","Putinas"
"2053","Petras varnėnas , aukštas , laibas , bent kiek liguistas blondinas , būti geras seminarija literatūra žinovas ir , be abejo , daug apie jis nusimanyti .","Putinas"
"2054","tas liudyti jis etiudas ir recenzija , spausdinti didis tas laikas žurnalas .","Putinas"
"2055","Matas Sereika , jau pilnai subręsti vyras , rodyti aiškus palinkimas į visuomenė mokslas .","Putinas"
"2056","turėti geras iškalba ir kietas , bent kiek šiurkštokas būda .","Putinas"
"2057","draugas jis privengti , o viršininkas žiūrėti kaip į ne visai aiškus tipas , bet prikibti negalėti , nes Sereika uoliai atlikinėti visas pareigos ir būti atsargus .","Putinas"
"2058","- a , štai ir aš naujas literatas !","Putinas"
"2059","- aukštas prikimti balsas sušukti varnėnas , pamatyti ateiti vasaris .","Putinas"
"2060","- na , sveikinti , sveikinti !","Putinas"
"2061","pradžia gražus .","Putinas"
"2062","Matas Sereika sutikti jis rimtas veidas , bet besijuokti akis .","Putinas"
"2063","- tik keistas , kad pragysti pats viduržiemis , kada ne tik lakštingala , bet ir žvirblis nečirškėti .","Putinas"
"2064","laikyti tai geras ženklas .","Putinas"
"2065","sveikinti ir linkėti !","Putinas"
"2066","o Jonelaitis pradėti pusiau draugiškai , pusiau iškilmingai : - taip , dabar dalykas visai aiškus .","Putinas"
"2067","nuo šis diena draugas Liudas Vasaris tapti aš "" šviesa "" kuopelė narys .","Putinas"
"2068","štai čia aš , visas valdyba , šiandien jis ir priimti savęs tarpas .","Putinas"
"2069","priėmimas ceremonija būti atlikti ranka paspaudimas - ir Liudas Vasaris tapyti slapta lietuvis klierikas draugija narys .","Putinas"
"2070","iš tolimas pasikalbėjimas jis sužinoti , kad tas draugija tikslas - lavintis ir ruoštis bažnyčia ir visuomenė darbas Lietuva .","Putinas"
"2071","susipažinti su įstatai ir narys pareigos .","Putinas"
"2072","kuris tarpas žymus vieta užimti raštas darbas .","Putinas"
"2073","palikti nuošaliai tas tikslas , pareigos ir visas kitas , kas paprastai rašyti įstatai , praktiškai būti aiškus tas , kad "" šviesa "" jungti gabus klierikas , stiprinti jis dvasia , kurstyti patriotiškumas ir atsparumas nepalankus seminarija atmosfera , žodis , auklėti ir sąmoninti kunigas visuomenininkas , kunigas rašytojas , atskleisti jis darbas horizontas toli už tiesioginis jis pareigos .","Putinas"
"2074","vasaris taip pat sužinoti , kad naujas narys į draugija priimti labai atsargiai .","Putinas"
"2075","kad jis pats jau sekti ir tirti nuo pereiti metai ir kad šitas uždavinys būti pasiimti pats "" šviesa "" pirmininkas Jonelaitis .","Putinas"
"2076","būti jau ištirti dar vienas jis kursas draugas , kuris šis diena taip pat būti priimti į draugija .","Putinas"
"2077","vasaris būti įgraudentas elgtis kuo atsargiai ir nė vienas , kad ir geras draugas , neprasitarti , kas dabar čia būti sužinoti .","Putinas"
"2078","- aš būti čia kaip katakombos , - kalbėti Sereika .","Putinas"
"2079","- kiekvienas lenkas čia aš priešas , o "" ponas "" taip pat .","Putinas"
"2080","jis kad primanytų - tas aš visas į mozūras išsiųsti , o aš , vietoj pasodinti kunigas lenkas .","Putinas"
"2081","lenkinimas per bažnyčia mišrus parapija eiti toliau , nes mūsiškis neišdrįsti pakelti griežtas protestas balsas .","Putinas"
"2082","organizacinis darbas liaudis begalė .","Putinas"
"2083","reikėti spauda , reikėti bendradarbis , reikėti žodis ir plunksna darbininkas .","Putinas"
"2084","aš laukti sunkus ir atsakomingi uždavinys .","Putinas"
"2085","pakilti nuotaika palikti vasaris biblioteka .","Putinas"
"2086","Petras varnėnas pasivyti jis ant laiptas ir pasiūlyti pereiti keletas kartas per sodas .","Putinas"
"2087","- tu pirmas eilėraštis geras , - tarti varnėnas , kai jis atsidurti už seminarija durys .","Putinas"
"2088","- jis nuoširdus ir gilus .","Putinas"
"2089","antras gi atrodyti daug sugalvoti .","Putinas"
"2090","- taip , - atsakyti vasaris , - ir aš tai jausti .","Putinas"
"2091","bet ar galėti , būti seminarija , visuomet nuoširdžiai rašyti !","Putinas"
"2092","- kada negalėti , tai visai nerašyti , nes prievarta niekad nieko geras neparašyti .","Putinas"
"2093","- aš iš visas dar abejoti , ar turėti koks nors gabumas rašyti .","Putinas"
"2094","varnėnas valandėlė pamąstyti ir tarti : - gabumas tai tu turėti , bet svarbus , kad sugebėti tas gabumas sunaudoti .","Putinas"
"2095","turėti tu atvirai pasakyti , kad seminarija ir kunigauti tas būti nelengvas .","Putinas"
"2096","vėlai , atsiminti šitas pašnekesys su Petras varnėnas , Liudas Vasaris gailėtis , kad jis kelias būti lemtas taip greitai išsiskirti .","Putinas"
"2097","bandymas diena XI tas metai gruodis mėnesis klierikas vasaris būti tikrai nepaprastas .","Putinas"
"2098","dažnai atsitikti , kad gyvenimas tam tikras momentas sutirštėti , ir žmogus per vienas savaitė , ne tas kad jau mėnuo , patirti ir pergyventi daug , negu kitas atvejis per ištisas metai .","Putinas"
"2099","taigi nespėti dar klierikas Liudas atsipeikėti nuo paskutinioji , du , savaitė įspūdis , štai paskutinis pirmadienis prieš kalėda Petryla pranešti jis , kad atvažiuoti , kaip būti ketinti , kunigas klebonas Kimša su Liucė .","Putinas"
"2100","Petryla ir šis kartas nepraleisti proga paerzinti vasaris klebonas giminaitė .","Putinas"
"2101","- tu , Liudas , žiūrėti , - juokauti jis , - nepavilioti aš Liucė !","Putinas"
"2102","duoti tu Trikauskas į kailis !","Putinas"
"2103","- eiti su savęs Liucė ir Trikausku !","Putinas"
"2104","- supykti vasaris .","Putinas"
"2105","- jeigu tu šitaip , tai aš visai neiti į parlatoriumą .","Putinas"
"2106","kalbėtis tu vienas .","Putinas"
"2107","- na , kas gi pykti už juokas ?","Putinas"
"2108","nebūti kvailas !","Putinas"
"2109","eiti , paplepėti , būti ir aš smagiai .","Putinas"
"2110","kas aš vienas tai "" boba "" sakyti ?","Putinas"
"2111","klebonas jau matyti .","Putinas"
"2112","nueiti pas rektorius .","Putinas"
"2113","paprašyti abu leidimas pasimatyti .","Putinas"
"2114","ateiti tuoj po pietūs .","Putinas"
"2115","vasaris sutikti .","Putinas"
"2116","ryt diena jau pamoka nebūti , poryt Kūčios , šventė nuotaika jau būti jausti visas seminarija .","Putinas"
"2117","svečias toks diena būti visas laukti .","Putinas"
"2118","vasaris , rengtis pasimatyti su Liucė , dabar jau visai nesijaudinti nei nesirūpinti , kas ir kaip su jis kalbėti .","Putinas"
"2119","ypač kad būti ne vienas .","Putinas"
"2120","be tas , nuolatinis Petryla juokavimas , kad jis jis patikti , kad jis jis iš kelias išvesti , kad apie jis klausinėti , nors neva erzinti ir pykinti vasaris , vis dėlto giluma nemažas ir pataikauti jis jaunuoliškai ambicija .","Putinas"
"2121","per ilgas laikas toks juokavimas ir erzinimas kad ir kažin kaip kuklus ir atsparus jaunuolis sukelti malonė abejojimas ir viltis : o gal kiek ir tiesa ?","Putinas"
"2122","gal aš jis iš tiesų patikti ?","Putinas"
"2123","o jis nieko sau mergiotė .","Putinas"
"2124",".","Putinas"
"2125",".","Putinas"
"2126","toks spėliojimas sukelti vasaris ir smulkus jis draugas priekabingumas .","Putinas"
"2127","kai kas galėti atrodyti keistas , kai kas netikėtinas , o kai kas galėti ir piktintis , kad dvasinis seminarija auklėtinis galva kilti toks tuščias ir grynai pasaulietiškas mintis , svajonė ir noras .","Putinas"
"2128","arba jeigu toks dalykas kuris galva atsirasti , tai jau tas tikrai ne geras už variokas , ir jis buvimas seminarija tegalėti būti pateisinti blogas valia .","Putinas"
"2129","tiesa , tolimas vasaris gyvenimas jis pats ir kitas parodyti , kad pašaukimas į kunigas jis tikrai neturėti , tačiau greitai ne dėl tas , kad bažnyčia žvilgčioti į nepažinti gražuolė arba jaustis ne visai abejingas flirtas ieškoti Liucė .","Putinas"
"2130","jeigu net leisti , kad tas jau būti pirmas jis nepašaukimo žymė , tai kaltinti jis dėl pasilikimas seminarija dar neturėti teisė .","Putinas"
"2131","antras seminarija kursas klierikas , nors jau gerokai būti susipažinti su dvasiškis reikalavimas , nors tas gyvenimas rutina jau atsiliepti jis galvojimas ir elgimasis būdas , tačiau vis dar turėti daug toks valanda , kada jaustis niekas kitas , tiktai jaunuolis , norėti mylėti ir būti mylėti .","Putinas"
"2132","tas būti visai natūralus , tai būti prigimtas .","Putinas"
"2133","kas jis galėti dėl toks valanda kaltinti arba reikalauti , kad jis padaryti sunkus jis gyvenimas žygis - išstoti iš seminarija ?","Putinas"
"2134","tokiu būdu kandidatas į kunigas visai nebelikti , nes visas seminarija kažin ar atsirasti 10 toks , kuris ar šiaip ar taip nebūti pasvajoti apie moteris , apie patikimas , apie meilė .","Putinas"
"2135","pats vasaris kartais girdėti klierikas arba jaunas kunigas taip kalbėti : - neįsimylėti ?","Putinas"
"2136","bet ar tas aš valia ?","Putinas"
"2137","juk širdis įsakymas ir uždraudimas , neklausyti .","Putinas"
"2138","- niekas ir nedrausti mylėti , tik būti visoks meilė rūšis .","Putinas"
"2139","skaistus , ideališka meilė būti kilnus jausmas , tik kūniškas reikėti neprisileisti .","Putinas"
"2140","- tas berods sunkus .","Putinas"
"2141","pradėti ideališkai , o baigti visai nebeidealiskai .","Putinas"
"2142","- sunkus , bet galėti .","Putinas"
"2143","žmogus ne gyvulys .","Putinas"
"2144","arba : - ar manyti , kad meilė nuodėmė ?","Putinas"
"2145","- žinoti , ne .","Putinas"
"2146","bet koks meilė ?","Putinas"
"2147","- koks !","Putinas"
"2148","meilė tik vienoks tegalėti būti : siela bendravimas .","Putinas"
"2149","tas , kuris būti daug pritirti , į toks kalba nesikišti ir taip kalbėti širdis vadinti mulkis .","Putinas"
"2150","bet vasaris būti per jaunas suprasti visas tas kalba naivumas .","Putinas"
"2151","jis svajoti apie meilė kaip apie koks angeliškas , padangišką dalykas .","Putinas"
"2152","pagaliau , mintis apie meilė ir moteris , palyginti su visas kitas reikalas ir su visas kitas mintis , ne taip jau dažnai lankytis klierikas galva .","Putinas"
"2153","kasdienis darbas metas jis ateiti ir praeiti kaip vėjelis banga per rugys laukas .","Putinas"
"2154","nulinkti varpa valandėlė , sušnarėti , sukugždėjo - ir vėl viskas ramus ir tylus .","Putinas"
"2155","po pietūs sargas pranešti Petryla ir Vasaris , kad jis kviesti į parlatoriumą .","Putinas"
"2156","- na , levitas , kaip laikytis ?","Putinas"
