"ID","Text","Author"
"1265","dvasus turtas gražus maniera geras iškalbėti akademinis mokslas įspūdis kunigas trikauskas miestas būti paprastas vikaru greit būti iškilęs drauginio gyvenimas viršūnes","Putinas"
"1266","tepatekęs klieriko petrylos tėviškė parapija jaustis neteisingas nuskriaustas nežinia kam keršydamas pasiryžti blogti atlikinėtas ėjimas","Putinas"
"1267","parapija klebonas kunigas kimša žmogus daug ko matęs amžius išsyti permatė naujas vikarą sugebėti silpnybė panaudotas savaitė kunigas trikauskas akis vadinti kunigas kimšą pavyzdingiausiu dekanatas klebonas nenusimanydamas pildyti visus noras","Putinas"
"1268","geriem santykiam sustiprėtas nemažas padėti klebonas augintinė liucė","Putinas"
"1269","kun","Putinas"
"1270","trikauskas atvykti vikarauti liucė būti parvažiavusi gimnazija apsigyvenusi klebonija salkoje","Putinas"
"1271","pamačiusi simpatiškas geras apsitaisiusį gražus maniera kunigas vikarą tučtuojau artimas imti dalyvautas įkurdinime","Putinas"
"1272","pirmiau prikalbėti dėdė atremontuoti vikariatą tiesus būti apleistas","Putinas"
"1273","trikauskas tarpas apsigyventi klebonija salione","Putinas"
"1274","pažintis gražus klebonas giminaite spartus žingsnis eiti pirmyn","Putinas"
"1275","mėgti muzikas liucė visai neblogti skambinti dažnas lankydavosi salioną stovėti pianinas","Putinas"
"1276","kunigas trikauskas ištraukti opera libretus arija koncertuoti dalindavosi įspūdis vilniaus peterburgo tarpusavinės simpatija jausmas darėsi kaskart stiprus","Putinas"
"1277","praėjo metas laikyti gyvas liucės charakteris imti lenktas ieškotas naujas įspūdis pradėjusiame pilkėti klebonija gyvenimas","Putinas"
"1278","imti kreiptas dėmesys atsilankančius klebonas jaunas kunigas klierikus proga būti nedaug naujas įdomus pažintis sumegzti nepavykti","Putinas"
"1279","klieriką petrylą palikti ramybė atrodyti menkti išauklėtas tiesus būti nemažas stačiokas","Putinas"
"1280","šiaipgi būti galas malonus pastebėti kam padaryti įspūdis ieškoti proga įspūdis pratęsti pagilintas","Putinas"
"1281","šventas lauryno atlaidai liucė puikus pamatyti didus įspūdis padaryti jaunas klierikučiui susijaudinimas ranka aptėškė negalėti pasakytas vienas žodis","Putinas"
"1282","klierikutis patikti","Putinas"
"1283","sužinojusi būti tolimas kaimynas nutarti akis nepaleisti sumanymas davė nemažas malonumas","Putinas"
"1284","būti svečias išleistuvės","Putinas"
"1285","klausyti klieriko petrylos","Putinas"
"1286","nuobodus nebūti","Putinas"
"1287","išgirdusi atvažiuoti klierikas vasaris pasižadėti būtinas dalyvautas","Putinas"
"1288","sutartas diena klierikas liudas atsisveikindamas namiškis lydimas laiminamas motina prisikrovęs sausainis visokio geras dėžė sėsti tėvas vežimą išvažiuoti petrylus nuraminęs tėvas pažadėti kitąmet išleistuvės keltas būsianti eilė","Putinas"
"1289","važiuodamas mąstė galimas susitikimas liuce ruoštis didelis egzaminas","Putinas"
"1290","pirmojoj kelis pusėj būti tikra egzaminas vyriškas išlaikysiąs pusiaukelė drąsa imti tirptas įkyriau vaidinosi aptėkšta panelė ranka nerimastis griauti visus anksto paruostus planas absurdais versti sugalvotas sakinys žodis","Putinas"
"1291","tolti pasirodyti petrylų viensėdžio medis klierikas vasaris gailėtis priėmęs draugė pakvietimas","Putinas"
"1292","būt geras nereikėtų dalyvautas triukšmas svetimas žmogus","Putinas"
"1293","įvažiavusius kiemas pasitikti senis petrylai klierikas ilgus lauktus svečias","Putinas"
"1294","dabar giminė kalbėti senis petryla sveikindamasis senis vasaris","Putinas"
"1295","žiūrėti vaikyti kartus altorius stoti","Putinas"
"1296","dievas laimintų atsakyti patenkintas senis vasaris","Putinas"
"1297","pamanai penkeri metas","Putinas"
"1298","trukti praeitas raminti petrylienė","Putinas"
"1299","žiūrėti dveji treji meteliai subdiakonaidiakonai pamokslas sakyti komunija dalinti mišparus laikyti","Putinas"
"1300","prašyti sveteliai vidų senis nuvažiuoti pastatytas arklys pažiūrėtas kluono motina klierikais nusivesti seklyčią","Putinas"
"1301","didelis pasitenkinimas klierikas liudas išgirdo klebonija svečias nebūti","Putinas"
"1302","likti vieni du klierikas petryla suduoti draugė petys gudrus šyptelėjęs taryti liudai žiūrėti","Putinas"
"1303","liucei akis kritai","Putinas"
"1304","prisispyrus klausinėti","Putinas"
"1305","petrylos žodis būti netikėtas liudas paraudo nežinoti ką atsakytas","Putinas"
"1306","nu ką čia","Putinas"
"1307","gynėti","Putinas"
"1308","labas akis kristi sakyti nekęsti","Putinas"
"1309","likti atvažiuoti pamatyti","Putinas"
"1310","liudas žinoti draugė viską sakyti juokas juokas pataisyti nuotaika nesigailėjo čia atvažiavęs","Putinas"
"1311","sodas būti susirinkęs diktokas svečias būrelis","Putinas"
"1312","nueiti","Putinas"
"1313","klierikas petryla supažindinti klieriką vasaris kaimynas giminė kreipti dėmesys du gražus mergintis juozo pusseserė akiniuotas studentas besirengiąs išvažiuotas maskvą","Putinas"
"1314","ko visi seminarija lįsti","Putinas"
"1315","susukti pasisveikinęs vasaris","Putinas"
"1316","lietuvai tiekti šiandien reikti pasauliškių inteligentas kunigas kunigas","Putinas"
"1317","ką mum pasauliškiai inteligentas duoda","Putinas"
"1318","atkirtas dėdė","Putinas"
"1319","baigęs mokslas išsidangins rusiją rusė parsives","Putinas"
"1320","dėdė galėti kalbėti 10 metas šiandien nesvajojame rusiją rusė","Putinas"
"1321","šiandien lietuvaitė turėti","Putinas"
"1322","nežinoti svietiškio inteligentas duona lietuvoj daug sunkus kunigas","Putinas"
"1323","kunigėliai dievas tarnauti duona turėti būti lengvas įsikišti viena tetulė","Putinas"
"1324","ginčas tema klierikas vasaris nemėgti klausant kaimietė argumentas išvedžiojimas būti gėda","Putinas"
"1325","norėdamas pašnekesys nukreiptas pusė užkirstas kelias kaimiškiem samprotavimam kreiptis studentas sutikti kunigija daug būti nusipelniusi lietuvė tauta","Putinas"
"1326","valančius baranauskas maironis abejo sutikti perkirsti studentas","Putinas"
"1327","viena medalis pusė","Putinas"
"1328","pasakyti valančių maironių nuopelnas atsverti katalikas kunigijos lenkinimo darbas lietuvoje","Putinas"
"1329","katalikas kunigija bažnyčia kartus bajorija nutautino trečdalis daug tauta","Putinas"
"1330","šiandien tautinis dvasus oficialus viešpatauja seminarijoj","Putinas"
"1331","darosi vilniaus diecezijoj","Putinas"
"1332","vienetos tarpti pasižymėti šiandien visi stojate darbas negreit galėti pasigirtas atitaisę pirmatakų padarytas lietuvė tauta skriauda","Putinas"
"1333","karščiuotis studentas pažiūrėti padėtis","Putinas"
"1334","tiesa valdus spausti liekatės žmogus tarpas mum nepigu būti rasti vietelę lietuvoj","Putinas"
"1335","daugybė","Putinas"
"1336","luomas tėvas subrukdavo dabar subruka kasmet šimtas gabiųjų jaunuolis","Putinas"
"1337","nenustoja individualybė kuo geras pasižymėti","Putinas"
"1338","pirštas suskaitomi tėvas giminė noras prasimušdavome mokslas džiovos smaugiamas kudirkos vaičaičiai lietuvai nusipelniusių nuošimtis tarpti tikras didus","Putinas"
"1339","ėjimas palikti jum begalis laisvas laikyti duona patikrintas turėti visą energija išeikvotas darbas išmaitintas šeimom","Putinas"
"1340","prikelti lietuvą","Putinas"
"1341","valančius baranausku","Putinas"
"1342","prikelti basanavičius jankus šliūpas kudirka vileišis","Putinas"
"1343","aušra varpas du lietuvė tauta prisikėlimas veiksnys kunigijos iškeiktas","Putinas"
"1344","versime istorija lapas atgal vaizdas pamatyti 16 šimtmety protestantizmas katalikybė kovoj","Putinas"
"1345","pirmas pradėti spausdintas lietuviškas knyga","Putinas"
"1346","reformatas","Putinas"
"1347","katalikas tuomet pradėti rašytas lietuviškai reikėti kovotas reformatais kailius parūpti","Putinas"
"1348","studentas būti tęsęs kalba didus kaimietė pasipiktinimas klierikas susirūpinimas tarpas subarškėjo ratas klebonija svečias įvažiuoti kiemas","Putinas"
"1349","vieni eiti pasitiktas šiaip išsisklaidyti sodas","Putinas"
"1350","vasaris pasilikti vienas du studentas pamažu pasukti kiemas","Putinas"
"1351","matyti taryti studentas imdamas klieriką ranka aštrus kalbėti atsidurti puolamas rolėj","Putinas"
"1352","čia visi","Putinas"
"1353","nepakliuvau seminarija","Putinas"
"1354","medalis turėti du pusi","Putinas"
"1355","baisus įgristi nuolatos girdint kunigas girtis daukšomis širvydais valančiais maironiais","Putinas"
"1356","laikyti įsitikinsi kunigijoj daug mažius tebūti kūrybinis energija dvasus jaunis seminaristai manyti","Putinas"
"1357","būti žinomas didelis nusivylimas atsakyti klierikas vasaris","Putinas"
"1358","tikėti jaunas kunigijos kartas2 dvasus turėti labas daug","Putinas"
"1359","linkėti tikėtum penkeri kunigavimo metas ironija pastebėti studentas","Putinas"
"1360","tarpas pasirodyti atvažiavusieji klebonas kunigas trikauskas mokytoja panelė liucė lydimas šeimininkas visų","Putinas"
"1361","klierikui vasariui smagus būti pasirodytas rimtas barzdotu studentas","Putinas"
"1362","liuce pasisveikino paskutinis","Putinas"
"1363","smarkus paspausti ranka žybtelėjus akis nusijuokti greitas pabėgai tuomet atlaidai","Putinas"
"1364","nepastebėti","Putinas"
"1365","būti neleidus neleidus diena viso nesisekė atsakyti klierikas vasaris","Putinas"
"1366","ranka nudeginau","Putinas"
"1367","dabar skaudėti","Putinas"
"1368","žiūrėti","Putinas"
"1369","atkišti ranka","Putinas"
"1370","atspėsi kurioj","Putinas"
"1371","nebėr žymėti pažiūrėti klierikas ranka nedrįso paimtas","Putinas"
"1372","matyti rankutė būti gražus","Putinas"
"1373","čia senas petrylienė paprašyti panelė turįsis kažką pasitartas valgus vasaris palikti","Putinas"
"1374","būti patenkintas","Putinas"
"1375","susitikimas pasisveikinimas išeiti sklandus natūralus","Putinas"
"1376","kunigas trikauskas metas spėti petrylos pusseserė apibėgtas sodas prikrėsti skanus kriaušė klebonas mokytoja studentas ginčytis vaisvynio produkcija lietuvoje","Putinas"
"1377","ūkininkas kalbėti derlus ateinantis sėja klierikas petryla kažką trūsė klėty dėžė","Putinas"
"1378","vasaris niekieno nepastebėtas įspruko sodas pasigėrėtas paskutinis vakarė šiltas saulėlydis tilti","Putinas"
"1379","visą būti pagavęs liūdnas atsisveikinimas nuotaika","Putinas"
"1380","atostogos pralėkti trumpas sapnas ryt vakarė vaikščioti apytamsiais dulkė trenkiančiais koridorius klūpos ankštoj koplyčioj matyti šventas aloyzo šventas stanislovo kostkos išlenktus paveikslas girdėti monotoniškas dvasus tėvas balsas","Putinas"
"1381","užsirėmęs tvorelės žiūrėti besileidžiančią saulė pinti atsisveikinimas svajonė","Putinas"
"1382","staiga ranka užpakalis užspausti akis netikėtas krūptelėti","Putinas"
"1383","prašyti spėt","Putinas"
"1384","suskambėti ausia linksmas guvus moteriškas balsas vasaris širdis nustoti plakusi","Putinas"
"1385","panelė liucija","Putinas"
"1386","neleisti","Putinas"
"1387","dabar jausti pirštas delnas alkūnė krūtinė visą prisiglaudusią alsuojančią visai veidas","Putinas"
"1388","pirmas malonus jausmas greitas pasikeisti gėda nemalonumu užspaustų akis trukdomo kvėpavimas visos juokingas poza","Putinas"
"1389","nekantrus maldaujančiu balsus tegalėjo ištartas","Putinas"
"1390","žinti panelė liucė prašyti leistas vienas momentas atšokti pora žingsnis atgal išsišiepusi pamėgdžiodama balsas praverkšleno prašyti leist","Putinas"
"1391","viešpatie nekaltybė","Putinas"
"1392","neprisilytėjimas","Putinas"
"1393","fi","Putinas"
"1394","apsisukusi kraipydamasi išdykaudama nuliuoksėjo troba","Putinas"
"1395","klierikas vasaris pasilikti bestovįs suplotas gėda suniekintas dešimt kartus daug anuomet atlaidai","Putinas"
"1396","aplinkybė nebūti numatęs ruošdamasis antrąjį susitikimas liuce","Putinas"
"1397","susikrimtimas būti didus čia niekas nesijautė kaltas","Putinas"
"1398","ką turėti daryti akis nosis pradėti spaustas imti nebetekti krūtinė kvapas","Putinas"
"1399","ko įsižeisti","Putinas"
"1400","čia nesusipratimas","Putinas"
"1401","įvairus spėliojimas liucės pabėgimas priežastis nenuramino","Putinas"
"1402","labas aiškėti nusimanymas prašyti leist tikras būti nevyriškas mizernas juokingas","Putinas"
"1403","nueiti sodas galas žiūrinėjo medis ieškoti nukritęs obuolys liucės niekinantis fi tebeskambėjo ausis","Putinas"
"1404","neišdrįso pamanytas dabar susitikti ką sakyti","Putinas"
"1405","klieriko petrylos balsas nutraukyti klaidžiojimą sodas","Putinas"
"1406","kunigėliui tokis liūdnas","Putinas"
"1407","susirūpinęs klausyti petrylienė","Putinas"
"1408","prašyti pabūtas pasilinksmintas","Putinas"
"1409","ė mama būti liūdnas metas vienuolyną uždaryti","Putinas"
"1410","linksmas sušuko studentas","Putinas"
"1411","liucė padaryti mina norįsis užtartas klieriką liudą netiesa","Putinas"
"1412","matyti kunigėlis sodas poteris kalbėti","Putinas"
"1413","visai negaila seminarija važiuoti","Putinas"
"1414","kunigas trikauskas permesti pincenez galvoti koja patakšnojo plaštaka petys taryti","Putinas"
"1415","nekaltų bernelis išaugti tikras dievas tarnas","Putinas"
"1416","davatkėlėm būti kankintas","Putinas"
"1417","viens du trys muškis krūtinė","Putinas"
"1418","dabar liudas vasaris turklys įsitraukti lukštas būti tiekti ką pasakyti","Putinas"
"1419","matyti trikauskas liucė laikyti kvailiuku jaustis stovįs trikauską liucę","Putinas"
"1420","panašus momentas augti stiprėdavo spartus sužeistas gilus šaknis žemė įsiėmęs medelis","Putinas"
"1421","i bandymų dienos viii pradžia antrųjų mokslas metas seminarijoj liudas vasaris pasijusti daug savarankiškesnis sąmoningesnis","Putinas"
"1422","dabar turėti prityrimą praeitis","Putinas"
"1423","pirmas mokslas metas apsiprasti seminarija tvarka dvasus netikėtas naujybių blaškytų palaikyti nusimanymą būti menkas niekas neišmanąs naujokas dabar bijotas nereikėjo","Putinas"
"1424","apgyvendinti dabar bjauriame labirintas kambarys viso būti keturiese","Putinas"
"1425","tiesa kambarys ateiti nakvotas diena turėti paskirtas vietą aulėje būti geras labirintas","Putinas"
"1426","nebūti formarijaus nuolatos laikyti akis kontroliuoti šaukti visokiem pasikalbėjimam pamokymam kartas2 prasimanyti įvairus įkyrus dalykas","Putinas"
"1427","jiem dabar būti labas malonus nusimanytas paskutinis būti žemas","Putinas"
"1428","pirma atostogos liudas vasaris gauti proga šiek tiekti pamatyti","Putinas"
"1429","kunigas gyvenimas įvairus konferencija dabar būti suprantamesnės pamokymas konkretus","Putinas"
"1430","pačio intymus pergyvenimai negausus stiprus labas sutelkė įbraukė pirmas bruožas išsivagojo siela gyvenimas","Putinas"
"1431","pirma trys dienus rekolekcijas praleisti atostogos atsiminimas nuotaikoj","Putinas"
"1432","dvasus tėvas skaityti baisus nuodėmė procesija atgaila dievas malonė pragaras dangus klierikas vasaris skendėti saulėtoj vasaroti gamtoj sukinėtis namiškis tarpas nagrinėti klebonas kimšos apaštalas ginčas disputavo studentas dažnas atsitikti pindavo visokius atsitikimas dialogas liuce","Putinas"
"1433","visos vaizdas mintis jausmas nuotrupa susmulkėdavo išaugti jaudinąsis dramatiškas scena","Putinas"
"1434","abejo liucės padarytas įspūdis būti stiprus viso atostogos gyvenimas","Putinas"
"1435","pobūdis būti įspūdis vasaris nesirūpinti surastas","Putinas"
"1436","greičiausia nebūti įsimylėjimas","Putinas"
"1437","būti pirma nenusisekęs jaunuoliškos ambicija vaizduotė pažadinimas","Putinas"
"1438","svajodamas vasaris daug svajoti idealizavo ilgėtis suvyriškėjimo","Putinas"
"1439","laikytis jautrus sąžinė dalykam savotiškas pasiilgstąs naujas nuodėmė rūšis išpažintim paįvairintas kartas2 nebūti kėsinęsis sudarytis konfesionalui medžiaga pažintis liuce","Putinas"
"1440","galimas daiktas neprityrimo nenusimanė nerimastis kelti širdy klebonas kimšos giminaitė būti pirma neaiškus moteriškumas pasiilgimas pirma erotiško jausmas pasidrumstimas","Putinas"
"1441","liucė būti pirma moteris sužadinti vasaris vaizduotė jaunuolišką ambicija","Putinas"
"1442","būdamas gimnazijoj niekad merginti nesusitikdavo pažintis neturėdavo","Putinas"
"1443","moteriškė metas būti bendrinė lytėtis skirtumas sąvoka intriguojanti žadinanti smalsumas","Putinas"
"1444","liucė pažadinti smalsumas noras pasižymėtas patiktas","Putinas"
"1445","sugretindamas liuce matyti visą eilė įvykis skirtumas","Putinas"
"1446","būti drąsus pasitikintis panelė negražus atrodyti lėtas baugštus nevikrus klierikėlis","Putinas"
"1447","niekuo nesivaržė niekam nesilenkė užgaus būti pasiryžęs kibtas akis visus lankstėsi būti pasirengęs bučiuotas ranka panorėti atkišti","Putinas"
"1448","nujausti liucei patikti pašiepti paniekinti","Putinas"
"1449","reikti augtas stiprėtas vyriškėti","Putinas"
"1450","daug negalėti pašieptas","Putinas"
"1451","pasižymėti liucės akis dabar atrodyti svarbus įsigytas geras opinija seminarija vyresnybėj","Putinas"
"1452","noras mestas palankus dirva grūdelis pasilikti pamažu imti leistas šaknelė","Putinas"
"1453","laikyti moteris draugystėj vaizdžiai kalbant dvasinis spinduliavimas ratas vasaris jausti dvasus pakilimas psichinis energija augti greitas tempas","Putinas"
"1454","būdas bręstant vasaris asmenybė galingas brendimas veiksnys pasirodyti būti seminarija auklėjimas numatyti veiksnys didelis siela gyvenimas dalis imti sroventi seminarija dvasinis gyvenimas vagoti","Putinas"
"1455","moteries jaunas dvasiškio santykis emocinėj srity seminarija mokslas griežtas smerkti pavojingas dažnas nuodėmingus","Putinas"
"1456","kunigas žadąs visą amžius gyventas nekaltybėj griežtas laikytis celibatas žinomas tolti turėti vengtas moteries galėti susilpninti valus pažadam ištesėtidėl seminarija visi dvasinis kunigas gyvenimas vadovas turėti išsidirbę visą sistema apsaugotas kunigas moteries įskiepytas širdis atsparumas jausmas","Putinas"
"1457","rekolekcijas seminarijoj vasaris girdėti vienas punktas paskirtas nagrinėtas dvasiškio santykiam lytėtis asmenim","Putinas"
"1458","moteris dūšios atžvilgis žinomas būti lygus vyras","Putinas"
"1459","krikščionybė esantis išvaduoti moteris vergovė išaukštino pastatydama altorius mariją šimtas šventas moteris","Putinas"
"1460","moteris būti sunkus nuodėmė priežastis kūnas aistrus žadintoja","Putinas"
"1461","klierikas kunigas turįsis vengtas pavojingas pažintis draugavimo moteris","Putinas"
"1462","saugotis moteries venkie vyrus kunigas elgesys įsakymas","Putinas"
"1463","seminarijoj būti iliustruojamas įvairus pavyzdys šventas gyvenimas kasdieninis atsitikimas","Putinas"
"1464","būti kartojamas vaizdingas vienas bažnyčia tėvas palyginimas vanduo geras daiktas žemė geras daiktas sumaišyti pasidaryti purvas","Putinas"
"1465","seminarija gyvenimas įtakoj kunigas moteries santykis klotis schema religinis kulte moteries garbinimas kasdieninis gyvenimas moteries neigimas poetinėse jaunystė svajonė moteries idealizavimas prozinėj gyvenimas realybėj moteries niekinimas","Putinas"
"1466","tikrovė nuovoka vidurio čia nebūti kunigas gyvenimas nebūti nuoširdus paprastas natūralus santykis moteris","Putinas"
"1467","seminarijoj uždaryti bręstančių ką subrendęs jaunas vyrus būry retas būdas nebūti susitikęs patinkama moteris","Putinas"
"1468","patikimiausių draugė tarpas atvirumas valanda išsikalbėdavo prisipažinti kartas2 pagailestaudavo amžinas viengungių likimas","Putinas"
"1469","pasilikę vieni svajonė sesutė vaizduodavosi tobuliausiomis gražus švelniausiomis angeliškomis būtybė didus būry viešai kalba tinkamas tonas stilius laikyti drėbti niekinamą posakis žodis boba pusė","Putinas"
"1470","tikras cinizmas čia nebūti","Putinas"
"1471","tikras cinizmas atsirasti velti bekunigaujant ypačiai jaunuoliško idealizavimo svajonė pereiti praktiškas moteries naudojimas niekinimas","Putinas"
"1472","tokti moteris laikyti niekas nevertu žemas padaras niekas nereiškiančiu kūryba žmonija civilizacija","Putinas"
"1473","klierikas vasaris sėdėdamas pirma atostogos rekolekcijas klausydamas dvasiško skaitymas kunigas nekaltybė gresiančius pavojus atsimisti petryla šv","Putinas"
"1474","lauryno atlaidus išvakarės užklupti įtartiną scena klebonija sodas dvasus tėvas žodis tuoj įgauti įspėjančios prasmė","Putinas"
"1475","būti vikaru trikausko būti elgimasis","Putinas"
"1476","bandyti klierikas liudas","Putinas"
"1477","atrodyti santykiuos liuce tolus niekad nenueitų","Putinas"
"1478","panašus klausimas būti uždavęs kadaise variokas dabar uždavinėti tikra gyvenimas atsitikimas","Putinas"
"1479","vasaris dažnas klausimas bandyti","Putinas"
"1480","visados nusiramindavo nežinoti senti filosofinis priežodžio prasmė ignoti nulla cupido","Putinas"
"1481","nežinoti pavojus slepias svajingoj romantiškoj prigimty","Putinas"
"1482","išviršinis kuklumas lėtumas bailumas klaidinti","Putinas"
"1483","pavyzdys vienas kartas2 įvykti smulkus charakteringas atsitikimas","Putinas"
"1484","būti praėjęs pora savaitė mokslas metas pradžia","Putinas"
"1485","seminarija mechanizmas būti galutinai susitvarkęs vasaris skonėjosi antrojo kursas klieriko padėtis","Putinas"
"1486","refektoriuj koplyčioj vietos dabar būti geras svarbus nereikėjo gyventas nekenčiamame labirintas","Putinas"
"1487","kambarys dabar apgyvendinti vasaris būti visai pakenčiamas gyventojas išskyręs vienas lenkelį visi lietuvis","Putinas"
"1488","kambarys viršila būti penktas kursas klierikas linksmas malonus virtis laisvas žiurėjo silenciumus daugelis regulos punktas","Putinas"
"1489","kartas2 sugulę pasikalbėti padaryti nekaltų juokas nuuosdavo mozūro vakarė nebūti namie","Putinas"
"1490","du savaitė idiliškam kambarys gyvenimas ateiti galas","Putinas"
"1491","grįžti seminarija liga pavėlavęs trečias kursas klierikas lenkas vasariui būti įsakytas užleistas vietą kraustytis labirintas pirmamečius pora pirmamečių sumetimas būti apgyvendintas labirintas kambarys","Putinas"
"1492","nelauktas neteisingas įsakymas sukelti vasary dideliausią protestas audra","Putinas"
"1493","lieptas išsikraustytas","Putinas"
"1494","antras kursas klierikui du pirmamečiai likti kambarys","Putinas"
"1495","klausyti vasaris pasipiktinimas sprogdinti krūtinė","Putinas"
"1496","tylus lėtas menkas","Putinas"
"1497","protestuoti įžeistas savimyla","Putinas"
"1498","žinomas niekas nesiskaito","Putinas"
"1499","visumet paskutinėj","Putinas"
"1500","įgrūs žinokis","Putinas"
"1501","nenorti kliudytas","Putinas"
"1502","čia draugė kiršinti kurstyti bijoti vasaris nesugadintume","Putinas"
"1503","tokis šventas vaikas","Putinas"
"1504","matyti vasaris formarijui grąžina išmokyti mišiom tarnautas juoktis","Putinas"
"1505","vargšas vasaris","Putinas"
"1506","graudinti trečias","Putinas"
"1507","tekti dabar lavatoriumą plautis","Putinas"
"1508","kambarys viršila nuspręsti čia būsiančios priešas lenkas intriga mazurkovskis užsimanyti įkištas kambarys šnipas","Putinas"
"1509","vasaris būti geras virtis","Putinas"
"1510","dabar gauti palioką prasižiot nebūti galimas","Putinas"
"1511","bjaurybė lietuviškai suprasti kalbėti gyventojam","Putinas"
"1512","reikti daryti","Putinas"
"1513","visi imti kurstytas vasaris eiti inspektorius prašytas menkas sveikata palikti kambarys kelti šaltas drėgnas labirintas","Putinas"
"1514","vasaris sutikti tučtuojau imti visomis smulkmena vaizduotis scena inspektorium paprastas viską smarkus perdėdamas dramatizuodamas","Putinas"
"1515","vaizduotėj matyti didvyris nepaprastas drąsa besiginčijantį mazurkovskiu pasiryžusį išeitas seminarija pildytas neteisingas užgaulų parėdymą","Putinas"
"1516","kurstęs visą popietinę rekreaciją plakančia širdžia atsidurti viršininko durys","Putinas"
"1517","įeiti pagarbino pusė pasiryžimas nežinia dingti","Putinas"
"1518","co powiesz dobrego moj drogi","Putinas"
"1519","susiėmęs ranka pakreipęs galva saldus balsus paklausyti mazurkovskis","Putinas"
"1520","vasaris pasijusti skęsti neviltis bedugnė","Putinas"
"1521","norėti prašytas kunigas kanauninką nekelti 6 kambarys labirintas balsas nereiškė griežtas tonas protestas","Putinas"
"1522","ko","Putinas"
"1523","kietas nusistebėjimu paklausyti kunigas kanauninkas","Putinas"
"1524","būti menkas sveikata dažnas galva skaudėti niekas","Putinas"
"1525","nutraukyti inspektorius","Putinas"
"1526","būti visai sveikas","Putinas"
"1527","vakarinis rekreaciją žiūrėti persikeltum","Putinas"
"1528","galėti eiti","Putinas"
"1529","klierikas vasaris pabučiavęs mozūrui ranka išeiti","Putinas"
"1530","kambarys papasakoti inspektorius smarkus išbaręs klausytis nenorėjęs argumentas","Putinas"
"1531","vakarė persikraustyti labirintas atsigulęs lova perdėtas įsivaizdavęs situacija verkti skriauda negalėti","Putinas"
"1532","dienus nurimti skriauda neatrodė didelis","Putinas"
"1533","šeštadienis eidamas išpažintis suformuluoti nevykęs prisipažinimas priešinimasis perdėtiniam išgirdo dvasus tėvas pora oficialus pabarančiai pamokomų sakinys","Putinas"
"1534","greitas nuolaiduma gelbėti opinija viršininkų akis rezignacija pačio nuomonėj","Putinas"
"1535","tuomet nematė rezignacija būti prisitaikymas gyvenimas būtenybės aplinkybė išvidinis nugalėjimas","Putinas"
"1536","rakštis pasilikti ištrauktas apgydyta","Putinas"
"1537","šitokis fantazija maištingumas valus nuolaiduma paviršutinis susitaikymas priešingybėmis būti stambi charakteris yda ypatybė būdas ypatybė užsidarymas išlaikyti seminarijoj apsaugoti suvirškinimo","Putinas"
"1538","keisti dalykas dėtis jaunučio klieriko vasaris dvasioj","Putinas"
"1539","retas draugė atrodyti nuolaidesnis tarpas retas būti tolus principalinės klierikiškos dorybė","Putinas"
"1540","nusileisti rezignuodavo metas gilus kęsti pažeminimas kankindamas mintis pasaulis platus gyvenimas svajotas pasižymėjimą kam patiktas ką sužavėtas","Putinas"
"1541","netrukęs pasireikšti talentas metas draugė laikyti pripažintas poetas nedrįso prisipažintas kartoti","Putinas"
"1542","daugelis tūkstantis dievas būti davęs talentas","Putinas"
"1543","metas niekas nebūti slopinęs polėkių būti įspindęs laisvėti spindulis platus padangė būti įtikėjęs talentas gyvenimas kūryba būti nuėję visai","Putinas"
"1544","i bandymų dienos ix artintis didelis pana marijos nekalto prasidėjimas atlaidyti katedroj būti švenčiamas ypatingas iškilmė","Putinas"
"1545","atvejis klierikam darbas padidėti dvigubas","Putinas"
"1546","retas metas neturėdavo paskirtas funkcija","Putinas"
"1547","pirmas mišparai rarotos būti adventai suma rengtis celebruoti vyskupas antrieji mišparai reikalauti asistos atmainus","Putinas"
"1548","vasaris laimė antras kursas asistos būti laisvas","Putinas"
"1549","pradžia uolus dalyvauti seminarija choras pramokyti balsus skaitytas gaida grotas fisharmonija tvirtas mokėti visų choras giedamų dalykas balsas partija","Putinas"
"1550","vasaris talentas paimti globon giedojimas profesorius choras dirigentas išgelbėdavo asistos reikalingiausią choras giesmininką","Putinas"
"1551","būdas viena nekenčiamas seminarija našta ceremonytis nukristi pečius","Putinas"
"1552","choristas turėti privilegija pamaldus metas viso būti laisvas dažnas eiti presbiteriją vargonai vargti nereikėdavo kęstas klūpant derinantis ceremonija","Putinas"
"1553","choras nekalto prasidėjimas atlaidai turėti daug darbas","Putinas"
"1554","repertuaras švęsti būti labas didelis turėti išmoktas daug naujas dalykas senis anksto visos rekreacija būti užimtas repeticija","Putinas"
"1555","artinantis švęsti darbas tempas smarkėjo iškilmė nuotaika anksto imti jaudintas","Putinas"
"1556","metas iškilmę didinti aplinkybė atlaidus diena turėti būti pirmadienis vadintis šventė seminarijoj turėti prasidėtas šeštadienis vakarė","Putinas"
"1557","šeštadienis atvažiuoti daug klierikas giminė","Putinas"
"1558","parlatoriume skambėti kalba moteris juokas","Putinas"
"1559","vienų sesuo kitiem būti pažįstamas","Putinas"
"1560","diena įėjimas seminarija būti laisvas pasimatymas lengvas","Putinas"
"1561","neturėjo svečias rasti priežastis pereitas parlatoriumą pamatyti naujas veidas išgirstas naujas balsus jaunas mergaitė juokas","Putinas"
